時間,測站名稱,PM2.5,溫度,濕度
2025-11-25 07:28:39,臺北,46.779830384852325,26.016580048901254,58.362079549618834
2025-11-25 08:28:39,臺北,39.56921425269063,22.78988986037011,74.3852898817618
2025-11-25 09:28:39,臺北,41.56122573941096,21.245111699725243,69.10260397326599
2025-11-25 10:28:39,臺北,44.24428711679191,24.91582887892502,62.49447535870537
2025-11-25 11:28:39,臺北,32.46375847147249,24.254972457599557,64.75137941257637
2025-11-25 12:28:39,臺北,51.314853595167015,26.057723180470767,61.35307832896448
2025-11-25 13:28:39,臺北,33.47780725163196,26.394953248252165,76.14223736260922
2025-11-25 14:28:39,臺北,32.87426108358921,20.981011622266646,68.10268265439221
2025-11-25 15:28:39,臺北,36.30035099789808,24.801187133909288,57.56044621762342
2025-11-25 16:28:39,臺北,45.751025385647694,24.477027482903324,72.27111933280943
2025-11-25 17:28:39,臺北,42.557194827881574,23.609329035258128,66.4867137074015
2025-11-25 18:28:39,臺北,35.61062020971839,26.354538054450167,58.37774082980765
2025-11-25 19:28:39,臺北,41.78878083935038,24.346353649623037,65.58301474841622
2025-11-25 20:28:39,臺北,50.41110072507104,26.74834113383836,69.91948915304411
2025-11-25 21:28:39,臺北,43.0500614508202,25.681224379127293,68.21221622916721
2025-11-25 22:28:39,臺北,43.939846212579596,23.43380696162959,75.46282491072921
2025-11-25 23:28:39,臺北,44.226699396132794,24.278752892339785,58.68874049462618
2025-11-26 00:28:39,臺北,40.39758429843635,22.96551870002702,64.68342492967115
2025-11-26 01:28:39,臺北,34.32425035065037,25.457582669477492,59.38009278780495
2025-11-26 02:28:39,臺北,36.26131748897836,23.116686513504767,60.58746530974882
2025-11-26 03:28:39,臺北,48.070354346138856,23.775940043342423,75.77740251182104
2025-11-26 04:28:39,臺北,36.48830878895434,26.559929836479192,59.51358640799422
2025-11-26 05:28:39,臺北,41.16741624810929,24.85984426693434,68.99766735456006
2025-11-26 06:28:39,臺北,45.29526712678796,25.8571971024177,74.70898294105658
2025-11-26 07:28:39,臺北,41.700873999637835,23.04362594494447,59.942351666586056
2025-11-26 08:28:39,臺北,37.66881636406484,25.07280595501245,74.22453382264341
2025-11-26 09:28:39,臺北,44.53793037501052,23.82649064831618,56.394165375509985
2025-11-26 10:28:39,臺北,39.53060304141499,23.719650342771153,61.44428878468905
2025-11-26 11:28:39,臺北,35.774581582644565,26.58343170637288,74.64407052037207
2025-11-26 12:28:39,臺北,34.73068492580353,25.170629565667035,73.47156858064693
2025-11-26 13:28:39,臺北,41.673546130852515,24.185966232460537,58.76582938587326
2025-11-26 14:28:39,臺北,47.96250345080454,24.383544107640198,57.156941235232544
2025-11-26 15:28:39,臺北,33.97646830088851,23.543704525310446,60.681028869531644
2025-11-26 16:28:39,臺北,37.63789106949096,21.517163047868245,64.63880163523238
2025-11-26 17:28:39,臺北,42.57457381116829,25.451289520712507,64.77620439059326
2025-11-26 18:28:39,臺北,44.596952735898654,22.699655088333152,66.16827838010995
2025-11-26 19:28:39,臺北,34.40932927517814,26.738904526965293,74.6663570574454
2025-11-26 20:28:39,臺北,32.43509123256891,22.97357322885286,66.0676662208071
2025-11-26 21:28:39,臺北,37.91827134400006,26.345403158929276,59.32649368545472
2025-11-26 22:28:39,臺北,36.68394900021527,25.67882093611978,71.36026129081903
2025-11-26 23:28:39,臺北,43.062015049214864,22.29451760977262,62.8205992021319
2025-11-27 00:28:39,臺北,49.9533395734689,23.164095740553016,71.22683881746956
2025-11-27 01:28:39,臺北,32.934451106185335,22.04810353240916,57.61385551462641
2025-11-27 02:28:39,臺北,32.954579052451635,25.42613495486374,65.71899763406303
2025-11-27 03:28:39,臺北,50.209787008922916,26.64823522518919,71.93759592654088
2025-11-27 04:28:39,臺北,35.36952020226555,22.916156432177342,68.77838691177945
2025-11-27 05:28:39,臺北,35.0015854755519,24.690665784136087,60.80854677586043
2025-11-27 06:28:39,臺北,33.217663004761086,26.711232415892646,57.342990390826536
2025-11-27 07:28:39,臺北,37.46589264651618,24.648330475160492,68.90296645976348
2025-11-27 08:28:39,臺北,43.8210327464185,23.37035602229217,64.97877056293605
2025-11-27 09:28:39,臺北,33.12792820331342,22.402128286946873,64.4315572420765
2025-11-27 10:28:39,臺北,48.91502257797861,21.565655921026675,66.51942897817325
2025-11-27 11:28:39,臺北,33.089154451473924,22.858767040020293,64.42753812426756
2025-11-27 12:28:39,臺北,41.198864973044586,21.875283225127088,68.83624373835518
2025-11-27 13:28:39,臺北,36.607705906226755,25.344949386086352,63.30706829870432
2025-11-27 14:28:39,臺北,46.6423360233407,25.66182391751169,57.73172790674785
2025-11-27 15:28:39,臺北,49.71347414865294,24.488399704058303,75.82198943465778
2025-11-27 16:28:39,臺北,33.51482130007922,22.67147467241526,72.43267281199535
2025-11-27 17:28:39,臺北,32.89338405074576,24.63288339028067,71.0491112376142
2025-11-27 18:28:39,臺北,42.959190904964316,25.982724640899754,57.2300659439331
2025-11-27 19:28:39,臺北,51.45666997944669,24.79586789935327,58.86046853497918
2025-11-27 20:28:39,臺北,48.209981685486106,23.238487046229608,58.028668517178595
2025-11-27 21:28:39,臺北,46.78893032977685,23.695079208836066,65.74540431879791
2025-11-27 22:28:39,臺北,45.99412098184516,26.369515507840298,74.94777878179308
2025-11-27 23:28:39,臺北,32.98293185318781,26.295712393540217,65.22801073870491
2025-11-28 00:28:39,臺北,46.758045026476026,21.016869307993126,62.4565427989332
2025-11-28 01:28:39,臺北,33.25098044267341,21.303484854261967,71.20273364680452
2025-11-28 02:28:39,臺北,49.727291974460385,24.416208793824794,67.72250475083996
2025-11-28 03:28:39,臺北,34.09323903109839,24.176743624279645,73.25570854834358
2025-11-28 04:28:39,臺北,50.31618399588851,24.459035895654353,61.88681548452487
2025-11-28 05:28:39,臺北,35.73476899812675,21.779948862512427,59.12343119789918
2025-11-28 06:28:39,臺北,33.11425341632031,24.473247984720707,71.51141644524711
2025-11-28 07:28:39,臺北,48.01633401077602,25.102837493292412,73.43567212365657
2025-11-28 08:28:39,臺北,41.594717466169364,23.307953604445967,73.58079365712888
2025-11-28 09:28:39,臺北,37.64104450859375,24.715107105872082,72.62521280918403
2025-11-28 10:28:39,臺北,41.56332878383865,23.292507384811703,74.48465002000219
2025-11-28 11:28:39,臺北,34.89125457677355,25.637933471216122,74.73898330234401
2025-11-28 12:28:39,臺北,45.99061767928583,26.193751155759955,57.252586060049815
2025-11-28 13:28:39,臺北,44.52381345697165,21.41187805676378,61.82214932395651
2025-11-28 14:28:39,臺北,41.63504626121378,23.871706526790568,58.61518973506753
2025-11-28 15:28:39,臺北,41.98534693944249,23.519221232182243,59.77011427899297
2025-11-21 16:28:39,新北,19.275128661499195,22.06443789446933,72.87157377754534
2025-11-21 17:28:39,新北,19.349604221885574,23.13040816642019,73.30636493239004
2025-11-21 18:28:39,新北,15.453112897939473,22.60041451564831,75.93302090841654
2025-11-21 19:28:39,新北,19.304875642545007,24.0286763468183,79.33761753555527
2025-11-21 20:28:39,新北,15.732382328948981,22.99962308711193,82.36661910003855
2025-11-21 21:28:39,新北,22.435007278452357,20.15333018847019,66.22961731458207
2025-11-21 22:28:39,新北,21.100791251589456,24.510729735242208,72.61802396219437
2025-11-21 23:28:39,新北,17.594985476110818,22.665300766749642,78.11448503556198
2025-11-22 00:28:39,新北,18.358560038432763,25.348426504380804,82.72466911458235
2025-11-22 01:28:39,新北,7.855787884134127,24.82402141014451,81.79786772295165
2025-11-22 02:28:39,新北,21.407767561015092,21.81018038731347,68.39673681497658
2025-11-22 03:28:39,新北,24.330898864273312,19.800466679597278,80.62737742945758
2025-11-22 04:28:39,新北,26.439080992078928,23.88220739959479,65.57512831422275
2025-11-22 05:28:39,新北,26.183674189236186,24.40239915206913,66.3053422486181
2025-11-22 06:28:39,新北,15.63512572733303,24.526785441112963,68.48988459482239
2025-11-22 07:28:39,新北,19.92879740512972,19.615818559726282,70.9496548984624
2025-11-22 08:28:39,新北,10.782494754721206,20.910535598562287,72.60461240029741
2025-11-22 09:28:39,新北,6.944094442218651,24.41293328471751,82.70736234107989
2025-11-22 10:28:39,新北,13.417734400358354,23.155112197886147,74.68181579680888
2025-11-22 11:28:39,新北,26.450078997199245,23.15453362205417,72.8763870347167
2025-11-22 12:28:39,新北,26.759243444750226,20.631000738137214,79.2777442934137
2025-11-22 13:28:39,新北,22.56794065283265,23.746619604286057,83.62176075353614
2025-11-22 14:28:39,新北,7.259717764543913,20.32681094345024,65.73404769725428
2025-11-22 15:28:39,新北,17.33717470500449,23.59876253634205,68.97388949281462
2025-11-22 16:28:39,新北,13.612135204912642,22.117745312726925,72.9849929027565
2025-11-22 17:28:39,新北,20.192736736937313,24.444273929536855,67.00111496768056
2025-11-22 18:28:39,新北,18.439035862159592,22.0860593756937,80.83507770625971
2025-11-22 19:28:39,新北,24.760483117598778,23.971214942426514,80.61042578707233
2025-11-22 20:28:39,新北,12.135180798812222,24.722493574778913,69.55248321300137
2025-11-22 21:28:39,新北,21.66985327879583,24.949009243393704,70.56989647749512
2025-11-22 22:28:39,新北,22.943119491806723,25.0005401025195,80.62916076661018
2025-11-22 23:28:39,新北,11.667480155061245,22.75910879129609,83.96460653039748
2025-11-23 00:28:39,新北,15.601752406998127,20.52049012800867,71.14517701131989
2025-11-23 01:28:39,新北,11.10933051969171,21.263527715617094,78.54041845352731
2025-11-23 02:28:39,新北,19.440770005709744,19.63095313572448,80.9631621819151
2025-11-23 03:28:39,新北,16.587575350801927,24.013376877944772,69.00146446458992
2025-11-23 04:28:39,新北,12.258040653827187,24.2160388745145,78.75288459786856
2025-11-23 05:28:39,新北,17.774236430039934,24.60881061524485,69.95076857686615
2025-11-23 06:28:39,新北,10.608796257646956,21.30592659331325,83.9994638425215
2025-11-23 07:28:39,新北,17.596738457481546,22.71573586152612,77.60382568023499
2025-11-23 08:28:39,新北,13.435257405201025,22.41467749641158,77.30470352822276
2025-11-23 09:28:39,新北,23.950838805520753,22.58852832735162,82.18415624991692
2025-11-23 10:28:39,新北,15.420169796557136,23.126589781414378,65.59395426206352
2025-11-23 11:28:39,新北,25.833904290536648,24.255347027331844,82.50375729633507
2025-11-23 12:28:39,新北,23.6842519268822,20.39662859721763,81.0342524616086
2025-11-23 13:28:39,新北,13.73358045578555,21.844406795390928,66.82321790762121
2025-11-23 14:28:39,新北,21.31274607416961,24.787774340492966,75.68514890639054
2025-11-23 15:28:39,新北,23.088582234489248,20.282070556226934,80.84668447033536
2025-11-23 16:28:39,新北,23.71777113863023,20.617841709699245,79.71888381891301
2025-11-23 17:28:39,新北,20.056091318855692,21.37416413910639,65.88856803225924
2025-11-23 18:28:39,新北,17.19136149131588,21.13658067128297,65.97021465136635
2025-11-23 19:28:39,新北,12.409104598485214,19.501552063354577,82.55745279174226
2025-11-23 20:28:39,新北,9.709801767709536,24.424460982479122,81.21525784377373
2025-11-23 21:28:39,新北,10.469795244845042,24.077987291059436,76.1151577459334
2025-11-23 22:28:39,新北,24.392803070704225,24.00137832005491,77.60157078480378
2025-11-23 23:28:39,新北,22.753278386376486,22.319415368569025,76.42238756619408
2025-11-24 00:28:39,新北,26.465135991931117,19.65907919171504,76.60841198084182
2025-11-24 01:28:39,新北,24.731755775664855,22.8098668616322,79.44278031737443
2025-11-24 02:28:39,新北,22.20034370556921,22.93249017612429,72.65193507594216
2025-11-24 03:28:39,新北,16.6571043499779,20.380311441931937,72.23347927650197
2025-11-24 04:28:39,新北,24.62046686656582,20.47118377243801,84.88112153215991
2025-11-24 05:28:39,新北,21.768384147459216,25.1181104915987,77.06924510134124
2025-11-24 06:28:39,新北,19.524933056988722,23.78903234547752,83.20304312753774
2025-11-24 07:28:39,新北,18.495815122803588,23.554251212223242,72.6580668880623
2025-11-24 08:28:39,新北,16.003110923325575,20.165894343745716,72.17768290100665
2025-11-24 09:28:39,新北,9.718068673515553,24.791428838390356,79.5511053527602
2025-11-24 10:28:39,新北,11.664441820985708,20.810368378447283,67.47519563913094
2025-11-24 11:28:39,新北,16.126241662303887,22.888240168309125,77.05106105089328
2025-11-24 12:28:39,新北,10.537014321301463,19.99743940793047,76.3469494653667
2025-11-24 13:28:39,新北,14.801310071605041,21.776258504798886,79.9828760963648
2025-11-24 14:28:39,新北,22.603239897624142,24.532817941392775,76.06678426884649
2025-11-24 15:28:39,新北,12.216409232429045,23.8568189304507,80.91172867818611
2025-11-24 16:28:39,新北,19.884814589157884,24.489504347759937,72.61665284332865
2025-11-24 17:28:39,新北,19.029584051546166,23.79069199149314,67.36364056125703
2025-11-24 18:28:39,新北,18.09249894955689,21.552395184818135,68.83027871032203
2025-11-24 19:28:39,新北,22.501862693706165,24.57783644288827,80.39683244995818
2025-11-24 20:28:39,新北,9.320809460815141,19.88786274233543,73.53349750942974
2025-11-24 21:28:39,新北,13.7901538802727,21.715564882674542,74.21247522480941
2025-11-24 22:28:39,新北,13.253527953312664,22.389774852586516,67.4726496298632
2025-11-24 23:28:39,新北,10.070992116989098,25.406342343191227,74.69693631802758
2025-11-25 00:28:39,新北,22.83960656594498,22.083632719370407,69.47628015028366
2025-11-25 01:28:39,新北,12.428833726588962,23.342123762425164,78.54143227798494
2025-11-25 02:28:39,新北,8.235685339741096,24.839515554812078,70.7975600058988
2025-11-25 03:28:39,新北,22.403280259535656,19.49528053227932,79.71353742119477
2025-11-25 04:28:39,新北,20.17549775641551,25.023193716589926,77.19080247264887
2025-11-25 05:28:39,新北,18.578832970286378,21.949253343782964,65.49119397165498
2025-11-25 06:28:39,新北,10.88970707004501,22.764111855576466,80.85766672609033
2025-11-25 07:28:39,新北,9.180748757105423,22.386493964496573,81.13335967135755
2025-11-25 08:28:39,新北,7.880574977460627,24.081307303158958,81.50537590619423
2025-11-25 09:28:39,新北,8.270993480498076,24.34465070014569,72.89344192713233
2025-11-25 10:28:39,新北,16.299507216777627,23.380245345764777,81.07492425349217
2025-11-25 11:28:39,新北,15.713960037682892,22.04229383252029,69.89489009994122
2025-11-25 12:28:39,新北,17.433664947181153,19.79247318514259,71.75314580033063
2025-11-25 13:28:39,新北,20.729919272236533,21.66017321016287,84.5733350763359
2025-11-25 14:28:39,新北,20.790389899155684,24.321685558635586,80.3789523283177
2025-11-25 15:28:39,新北,22.744700261889072,24.361998115600095,65.45119077257769
2025-11-25 16:28:39,新北,9.4247872298039,21.482993645982404,74.47942338237196
2025-11-25 17:28:39,新北,24.465949842112174,20.190795835802902,84.39354625354494
2025-11-25 18:28:39,新北,7.69992291858861,24.991294752160368,76.58866494424126
2025-11-25 19:28:39,新北,9.54745692503592,19.972976390323108,77.91720060535044
2025-11-25 20:28:39,新北,25.851081767910625,21.02296953331315,79.14390906629247
2025-11-25 21:28:39,新北,20.29304224389888,20.96224512930785,66.42805431365832
2025-11-25 22:28:39,新北,17.30238494077628,22.78463080623586,72.65938828760997
2025-11-25 23:28:39,新北,16.10653502685146,21.540205421438653,66.72366765946714
2025-11-26 00:28:39,新北,18.78839755793854,19.86414563815535,78.53391635682544
2025-11-26 01:28:39,新北,12.929747999878142,19.80122248201438,76.42968662107617
2025-11-26 02:28:39,新北,12.33730022595426,19.555187037275026,66.27303717241047
2025-11-26 03:28:39,新北,12.094511532152733,23.603538987852072,74.95494042254256
2025-11-26 04:28:39,新北,10.606935053981758,22.544641969748916,82.59241886446964
2025-11-26 05:28:39,新北,22.733470731841127,19.627974159899658,82.80551454178224
2025-11-26 06:28:39,新北,8.763801419860501,22.1774817734113,72.7714511438146
2025-11-26 07:28:39,新北,12.68622517038983,21.814725476552113,73.70604880765522
2025-11-26 08:28:39,新北,6.956504080073056,20.79646379126253,76.46493237094393
2025-11-26 09:28:39,新北,17.635111464046695,23.639218858114326,67.82378278751484
2025-11-26 10:28:39,新北,17.365235277731394,21.063730101189037,75.59127856314495
2025-11-26 11:28:39,新北,11.972215804172105,19.667705980421463,83.17705579174024
2025-11-26 12:28:39,新北,22.331254084514022,19.579339991002314,68.06101757507523
2025-11-26 13:28:39,新北,7.869642383506893,25.205678247839156,82.77606273973171
2025-11-26 14:28:39,新北,17.39622941853937,24.181433273151914,67.09519664524795
2025-11-26 15:28:39,新北,20.604745003552253,21.914914555928295,73.29950407143963
2025-11-26 16:28:39,新北,10.396053819694414,23.35748967919693,81.6995064680258
2025-11-26 17:28:39,新北,25.11523014006645,23.121953551723355,83.09325149332797
2025-11-26 18:28:39,新北,25.443145436872744,24.380776324634844,70.84339590079637
2025-11-26 19:28:39,新北,25.305887358929645,20.600984450160112,69.99653168010904
2025-11-26 20:28:39,新北,17.89528869813857,21.234231015327257,68.68023012696308
2025-11-26 21:28:39,新北,17.615362865676545,24.521109338205754,80.0705123081149
2025-11-26 22:28:39,新北,23.89675232982211,23.811885947485756,73.43587928814091
2025-11-26 23:28:39,新北,14.131691755979446,24.754918958844982,78.12029694620477
2025-11-27 00:28:39,新北,16.52974762863175,23.581888151423758,85.1486497543001
2025-11-27 01:28:39,新北,8.002504811659717,23.76713794120746,70.07818175957217
2025-11-27 02:28:39,新北,20.84737377932496,20.250489850574954,69.24462420287074
2025-11-27 03:28:39,新北,21.478151563888023,21.51559202455672,75.45540838122591
2025-11-27 04:28:39,新北,19.505389515847117,22.44873322079382,68.92044113613775
2025-11-27 05:28:39,新北,16.259581368598987,22.61204937561181,69.07205829809945
2025-11-27 06:28:39,新北,21.520489223740913,21.011156182763525,69.0998021476758
2025-11-27 07:28:39,新北,9.356569611631297,20.19211804296553,70.86249489265022
2025-11-27 08:28:39,新北,16.845708138093407,21.437071779107825,73.85397036850564
2025-11-27 09:28:39,新北,7.042130270144181,22.684221381126946,82.4937056943682
2025-11-27 10:28:39,新北,14.71585052947057,24.70255948810739,82.29620501931716
2025-11-27 11:28:39,新北,17.86913074740941,23.51572028379289,74.22776374645397
2025-11-27 12:28:39,新北,25.959524908471575,25.352276031289122,74.91779351267499
2025-11-27 13:28:39,新北,19.267636609473264,24.36130903077393,71.75506436786425
2025-11-27 14:28:39,新北,16.161694158441552,23.14219683658634,71.32205001918443
2025-11-27 15:28:39,新北,12.46787466820898,23.827086511148625,66.38990032482688
2025-11-27 16:28:39,新北,8.518018477605397,23.970711988277728,83.3150348192944
2025-11-27 17:28:39,新北,12.341382105472524,24.171911765846115,66.97510338289027
2025-11-27 18:28:39,新北,20.255981072422422,23.919965055686504,80.89445004825015
2025-11-27 19:28:39,新北,26.675148681099525,24.603456589069836,72.62890221469804
2025-11-27 20:28:39,新北,26.179464537837248,21.009947329178637,69.06274504597978
2025-11-27 21:28:39,新北,19.282530927522888,25.43178707859552,84.83682656707452
2025-11-27 22:28:39,新北,15.463696508660824,19.65273809951466,65.83216322736416
2025-11-27 23:28:39,新北,26.17892071294781,24.157634826064537,69.31611167925158
2025-11-28 00:28:39,新北,9.617468351648064,23.413012640608635,74.98205554574639
2025-11-28 01:28:39,新北,16.455903692344265,21.16489224159383,73.16079709974933
2025-11-28 02:28:39,新北,22.616820437192292,24.84950168398452,74.335466505456
2025-11-28 03:28:39,新北,19.55160438517737,24.595848115817645,75.69073727747337
2025-11-28 04:28:39,新北,12.360553761467626,23.719185954419608,66.95114308653638
2025-11-28 05:28:39,新北,24.471958926410647,21.28843944042152,81.7487747495997
2025-11-28 06:28:39,新北,21.213915679472937,20.359000089112186,71.66183985213327
2025-11-28 07:28:39,新北,7.736785267579062,21.76085690933709,73.67261903603661
2025-11-28 08:28:39,新北,17.856771839686143,25.23190371099558,70.03139598015147
2025-11-28 09:28:39,新北,8.403332241606378,22.7165396921226,71.08352320840332
2025-11-28 10:28:39,新北,16.048446634438104,24.140383820240167,72.33518547925564
2025-11-28 11:28:39,新北,18.012417613121556,21.646649517098993,74.15825796294136
2025-11-28 12:28:39,新北,12.78513833294149,19.982917163264965,74.92404693988357
2025-11-28 13:28:39,新北,26.694806692583903,20.771536418277176,78.04307117029084
2025-11-28 14:28:39,新北,11.444082882498869,23.68555571223122,68.4888866926772
2025-11-28 15:28:39,新北,14.550860506689958,20.799465957321694,72.73135179089807
2025-11-21 16:28:39,桃園,30.244471487316915,29.883963372693735,70.74064723521367
2025-11-21 17:28:39,桃園,28.381134885272274,25.762478204523273,76.66119689329359
2025-11-21 18:28:39,桃園,21.78600507971973,26.966872001414647,76.02361711915083
2025-11-21 19:28:39,桃園,25.955481047888807,27.036509948828215,80.65298789455258
2025-11-21 20:28:39,桃園,28.70837410053916,27.097481709237673,76.3409800909016
2025-11-21 21:28:39,桃園,28.51657854213225,27.16161517148291,69.90359495100236
2025-11-21 22:28:39,桃園,30.49419974132795,26.425637134703614,72.76540587742414
2025-11-21 23:28:39,桃園,22.60483625987242,29.26763557317594,78.5175251566568
